company,career,education,region,reg,deadline,type,title,job,tag
대경산업가스,경력무관,학력무관,대구 달성군,2022-05-18,2022-07-16,정규직,[다사읍 서재로73 ] 가스납품직원 정규직 채용,"
, 배송기사,  ",운전·운송·배송
수도권생태유아공동체소비자생활협동조합,경력무관,학력무관,경기 광주시,2022-06-02,2022-06-13,정규직,[긴급] 정규직) 어린이집 식자재 야간 배송 생협/물류/탑차/스틱,"
, 납품운전원, 배송기사, 1톤, 탑차, 물류관리,  외            ",운전·운송·배송
(주)팀프레시,경력무관,학력무관,경기 남양주시,2022-06-06,2022-07-01,정규직,[남양주 물류센터] 출고 / 물류 CS 담당자 정규직 모집,"
, 탑차, 상품관리, 물류관리, 재고관리, 물류기획,  외            ",운전·운송·배송
노량진유통,경력무관,학력무관,경기 광명시,2022-05-26,2022-07-19,정규직,2022 상반기 풀무원식품 가맹점 납품운전원 채용 공고,"
, 납품운전원,  ",운전·운송·배송
하남드라이아이스,경력무관,학력무관,경기 광주시,2022-06-06,채용시,정규직 · 계약직,새벽배송 물류관리/납품운전원/배송기사 경력무관 채용,"
, 납품운전원, 배송기사, 물류관리, 물류,  ",운전·운송·배송
(주)대신운송,신입 · 경력,고졸 이상,부산 남구,2022-06-04,2022-06-30,정규직,항공 해상 물류 업무 사무직 모집 (경력자 우대),"
, 항공운송, 포워더, 국제물류, 수출입,  ",운전·운송·배송
(주)리싸이클플러스,경력무관,학력무관,경기 화성시,2022-06-06,2022-07-05,정규직,배송기사 및 배송보조 구인,"
, 납품운전원, 물류기사, 배송기사, 1톤, 탑차,  ",운전·운송·배송
(주)팀프레시,경력무관,학력무관,경기 남양주시,2022-06-06,2022-07-01,정규직,[팀프레시] 남양주센터 운송 관리직 팀원 채용,"
, 차량도우미, 배차관리, 물류관리, 물류사무원, 물류기획,  외            ",운전·운송·배송
삼성통운,경력무관,고졸 이상,대구 달서구,2022-06-06,2022-07-05,정규직,삼성전자물류 가전배달보조기사 모집,"
, 배송기사,  ",운전·운송·배송
삼성통운,경력무관,고졸 이상,대구 달서구,2022-05-14,2022-07-12,정규직,삼성전자물류 가전배달설치보조기사 모집,"
, 배송기사,  ",운전·운송·배송
(주)삼초푸드,경력무관,학력무관,경남 김해시,2022-06-04,2022-08-03,정규직,배송직 운전·운송·배송 정규직 채용합니다,"
, 납품운전원, 배송기사, 1톤, 운전,  ",운전·운송·배송
해외항공화물(주),신입 · 경력,고졸 이상,경기 김포시,2022-06-02,2022-06-30,정규직,[정규직] 물류센터 배송업무 신입사원 모집,"
, 배송기사,  ",운전·운송·배송
한성냉동,경력무관,학력무관,대구 북구,2022-06-05,채용시,정규직,"배송기사, 1톤, 탑차 경력무관 채용","
, 배송기사, 1톤, 탑차,  ",운전·운송·배송
(주)아이디디자인코리아,경력무관,학력무관,서울 서초구,2022-06-05,2022-07-05,정규직,"ILVA (일바) 덴마크 가구 배송팀 채용 (신입, 경력)","
, 배송기사, 탑차, 물류관리,  ",운전·운송·배송
새하실업,경력무관,학력무관,강원 속초시,2022-06-05,2022-08-04,정규직,배송기사 경력무관 채용 - 정규직,"
, 납품운전원, 물류기사, 배송기사,  ",운전·운송·배송
고렌트카(주),신입 · 경력,고졸 이상,경기 수원시 영통구,2022-06-05,2022-08-03,정규직,렌터카차량배차 및 차량관리자 모집,"
, 배차관리, 기술영업, 고객관리,  ",운전·운송·배송
(의)매그너스의료재단,신입 · 경력,학력무관,경기 남양주시,2022-06-05,2022-08-04,정규직,[매그너스요양병원] 셔틀운전기사 - 대형 필수 1명 모집,"
, 물류기사, 버스기사,  ",운전·운송·배송
레샤코코리아(주),경력 1년↑,학력무관,서울 용산구,2022-06-05,2022-06-15,정규직,[외국계기업] 해상수출입 팀장 모집,"
, 해상운송, 포워더, 물류관리,  ",운전·운송·배송
에스제이(주),경력 1년↑,학력무관,충북 제천시,2022-06-03,2022-07-02,정규직,생산부 굴삭기 운전기사 - 경력,"
, 덤프트럭, 믹서트럭(레미콘), 암롤, 전동지게차, 지게차,  외            ",운전·운송·배송
케이이티솔루션(주),신입 · 경력,고졸 이상,경기 파주시,2022-05-10,2022-06-14,정규직 · 계약직,각 분야 신입/경력사원 채용공고,"
, 사무직, 서무, 내방객응대, 문서작성, 비품관리,  외            ",운전·운송·배송
일룸덕진점,경력무관,고졸 이상,전북 전주시 덕진구,2022-06-05,2022-08-03,정규직,"건설·건축, 운전·운송·배송 담당자 모집합니다","
, 배송기사, 시공기사, 운전,  ",운전·운송·배송
바로약품,경력무관,고졸 이상,서울 성동구,2022-06-05,2022-07-04,정규직,의약품 도매 수발주 및 배송 업무,"
, 배송기사,  ",운전·운송·배송
(주)국제식품,신입 · 경력,학력무관,충북 진천군,2022-05-12,2022-06-12,정규직,[국제식품 진천공장] 사무직/현장직/배송직 각 부문 채용 공고,"
, 전산회계, 관리회계, 기업회계, 연말정산, 재무회계,  외            ",운전·운송·배송
(주)모아,경력무관,학력무관,경북 성주군,2022-05-31,2022-07-30,정규직,생산직(포장)/지게차/조리원 채용,"
, 전동지게차, 지게차, 조리사, 주방보조, 주방,  외            ",운전·운송·배송
(주)비엠씨,경력무관,학력무관,경남 창원시,2022-06-05,2022-07-04,정규직,물류 지게차 기사 모집,"
, 전동지게차, 지게차, 상하차,  ",운전·운송·배송
천운환경(주),7 ~ 14년,고졸 이상,경북 상주시,2022-06-05,2022-07-31,정규직,외 경력 채용 공고 - 정규직,"
, 운전,  ",운전·운송·배송
(주)두진케어,신입,학력무관,서울 구로구,2022-06-05,2022-06-18,정규직,의료기기납품 배송직원을 채용합니다. (신입) 월~금 주5일근무,"
, 납품운전원, 거래처납품,  ",운전·운송·배송
삼성통운,경력무관,고졸 이상,대구 달서구,2022-06-05,2022-07-04,정규직 · 아르바이트,삼성전자보조기사 채용 - 경력무관,"
, 물류기사,  ",운전·운송·배송
(주)오승,경력무관,학력무관,강원 홍천군,2022-05-24,2022-06-23,정규직,식자재배송 경력무관 채용 공고 - 정규직,"
, 소형화물,  ",운전·운송·배송
대상(주),경력무관,고졸 이상,강원 강릉시,2022-06-05,채용시,정규직,대상(청정원)강릉점  배송(납품) 경력무관 채용(정규직),"
, 납품운전원, 배송기사, 1톤, 거래처납품, 수출입,  ",운전·운송·배송
디에스커피,경력무관,학력무관,부산 사상구,2022-05-16,2022-06-15,정규직,납품 운송/상품진열 택배포장,"
, 납품운전원, 소형화물, 진열관리, 창고관리, 상하차,  외            ",운전·운송·배송
타일스토리,경력무관,학력무관,경기 의정부시,2022-06-03,2022-07-03,정규직,납품운전원/창고관리/재고관리 정규직 모집 공고 - 경력무관,"
, 납품운전원, 거래처납품, 재고관리, 창고관리,  ",운전·운송·배송
(주)세풍티엠,경력무관,고졸 이상,경기 화성시,2022-06-04,2022-07-04,정규직,(화성/양감) 물류/납품 경력무관 채용(회사차량지원),"
, 납품운전원, 영업직, 유통영업,  ",운전·운송·배송
비욘드딜리버리 춘천센터,경력무관,학력무관,강원 춘천시,2022-05-26,2022-06-25,파트 · 아르바이트,2022 상반기 비욘드딜리버리 춘천센터 배달기사님 모집,"
, 라이더(배달원), 퀵서비스, 라이더(배달원),  ",운전·운송·배송
(주)성문스틸,경력무관,학력무관,인천 서구,2022-06-04,2022-07-04,정규직,상하차&지게차 정규직 채용 공고(경력무관),"
, 지게차, 상하차, 운전,  ",운전·운송·배송
(주)엔아이씨이새인천렌트카,경력무관,고졸 이상,인천 서구,2022-05-20,2022-07-04,정규직,렌터카 배차직원채용(3명),"
, 운전,  ",운전·운송·배송
보강,경력무관,고졸 이상,경기 고양시 일산동구,2022-06-04,2022-07-04,정규직 · 프리랜서,거래처 아이스크림 납품 영업사원모집 (차량지원),"
, 납품운전원, 1톤, 탑차, 영업직, 식품/음료영업,  외            ",운전·운송·배송
퍼스찬,신입,고졸 이상,경남 김해시,2022-06-04,2022-07-04,정규직,납품·배송·택배 정규직/계약직 채용 - 신입사원,"
, 배송기사,  ",운전·운송·배송
대한유통,경력무관,학력무관,부산 사상구,2022-06-01,2022-07-01,정규직,부산지역 배송기사 채용 - 경력무관,"
, 배송기사,  ",운전·운송·배송
(주)고려호이스트,신입 · 경력,학력무관,경기 안산시,2022-06-04,2022-07-02,정규직,전기배선 및 전기설치 직원 채용,"
, 컨테이너크레인, 크레인, 호이스트, 전기제어, 전기기사,  외            ",운전·운송·배송
(주)에프엠,경력무관,고졸 이상,경북 구미시,2022-06-04,2022-06-12,정규직,[에프엠] 대기업 사내협력사 사원 모집,"
, 전동지게차, 지게차, 단순생산직, 생산관리, PSM,  외            ",운전·운송·배송
(주)고려호이스트,신입 · 경력,학력무관,경기 안산시,2022-06-04,2022-07-02,정규직,기계조립 신입 및 경력 채용,"
, 컨테이너크레인, 크레인, 호이스트, 단순생산직, 생산관리,  외            ",운전·운송·배송
(주)고려호이스트,신입 · 경력,"대학(2,3년) 이상",경기 안산시,2022-06-04,2022-07-02,정규직,기술영업 사원 채용,"
, 원가관리, 크레인, 기술영업, 영업관리, 건설영업,  외            ",운전·운송·배송
(주)영사이언스,경력무관,대학교(4년) 이상,경기 부천시,2022-06-03,2022-06-19,정규직,(주)영사이언스 2022년 채용 공고,"
, 납품운전원, 지게차, 거래처납품, 정비기사, A/S기사,  외            ",운전·운송·배송
(주)고려호이스트,경력,고졸 이상,경기 안산시,2022-06-04,2022-07-02,정규직,"설계부문(기계, 전기) 채용","
, 컨테이너크레인, 크레인, 호이스트, AutoCAD, CAD,  외            ",운전·운송·배송
(주)우석,신입 · 경력,학력무관,경기 의왕시,2022-06-04,2022-08-03,정규직 · 계약직,"마트 납품,영업사원 모집합니다.","
, 납품운전원, 배송기사, 물류관리, 유통관리,  ",운전·운송·배송
국민로지스,경력무관,학력무관,경기 양주시,2022-06-04,2022-08-03,정규직 · 계약직,[양주지역내 일부] 택배기사 경력무관 모집합니다,"
, 물류기사, 배송기사, 택배기사,  ",운전·운송·배송
(주)지엔테크,신입 · 경력,학력무관,경기 광명시,2022-06-04,2022-08-03,정규직,"물류, 납품 정규직 모집 (신입/경력)","
, 납품운전원, 물류관리,  ",운전·운송·배송
주식회사두영빌리프,경력무관,학력무관,부산 강서구,2022-06-04,2022-07-04,정규직,배송 납품 정직원 구합니다.,"
, 납품운전원,  ",운전·운송·배송
한국철물종합건재,경력무관,학력무관,경북 구미시,2022-06-03,2022-08-02,정규직,"한국철물종합건재 배송 및 영업,판매 사원모집","
, 1톤, 판매직, 매장관리, 영업,  ",운전·운송·배송
(주)삼중,경력 1년↑,학력무관,충남 예산군,2022-06-04,2022-06-30,정규직,(주) 삼중  배송·운송 정규직 채용(경력사원),"
, 배송기사,  ",운전·운송·배송
(주)제이엘,경력 1년↑,학력무관,충북 진천군,2022-06-04,2022-07-04,정규직,진천군 광혜원면 [ 제조공장 지게차 ],"
, 지게차, 물류관리, 재고관리, 유통관리, 입고/입하,  외            ",운전·운송·배송
(주)대양상사,경력무관,학력무관,경기 화성시,2022-06-02,2022-07-02,정규직,공구철물 판매 및 자재관리 정규직 모집,"
, 1톤, 온라인판매, 거래처관리, 거래처납품, 매장관리,  외            ",운전·운송·배송
주식회사금남기업,경력무관,학력무관,충남 당진시,2022-06-04,2022-07-04,정규직,천장크레인 운전원 모집,"
, 크레인, 운전,  ",운전·운송·배송
(주)에이씨이익스프레스,경력무관,고졸 이상,서울 강서구,2022-06-04,2022-07-04,정규직,항공화물(특송) 운송 신입 및 경력 사원 모집,"
, 항공운송, 국제물류,  ",운전·운송·배송
(주)에이씨이익스프레스,경력무관,고졸 이상,인천 중구,2022-06-04,2022-07-04,정규직,인천항 특송화물 통관업무 신입 및 경력사원 모집,"
, 항공운송, 국제물류,  ",운전·운송·배송
(주)에이씨이익스프레스,경력무관,고졸 이상,인천 중구,2022-06-04,2022-07-04,정규직,인천공항 수출입 통관업무 신입 및 경력 사원 모집,"
, 항공운송, 국제물류,  ",운전·운송·배송
두성종합건재,경력무관,학력무관,충남 공주시,2022-06-04,2022-07-01,정규직,2022년 건축자재 배송직 경력무관 채용,"
, 물류기사, 자재관리,  ",운전·운송·배송
클로젯하우스,경력무관,학력무관,서울 중구,2022-06-04,2022-07-04,정규직,동대문 같이 사입하실분 구해 봅니다,"
, 배송기사, 잡화디자인, 남성의류, 여성의류, 물류관리,  ",운전·운송·배송
클로젯하우스,경력무관,학력무관,서울 중구,2022-06-04,2022-07-04,정규직,동대문 같이 사입하실분 구해요,"
, 배송기사, 잡화디자인, 남성의류, 여성의류, 물류관리,  ",운전·운송·배송
클로젯하우스,경력무관,학력무관,서울 중구,2022-06-04,2022-07-04,정규직,동대문 같이 사입하실분 구합니다,"
, 배송기사, 잡화디자인, 남성의류, 여성의류, 물류관리,  ",운전·운송·배송
(주)팬직,경력 3년↑,고졸 이상,경기 화성시,2022-06-04,2022-06-24,정규직,[급구] 2.5톤 납품배송 직원 모집,"
, 납품운전원, 배송기사, 운전, 2.5톤, 탑차,  ",운전·운송·배송
(주)한국가스코,경력무관,학력무관,경기 김포시,2022-06-02,2022-07-01,정규직,공급팀(화물차 납품) 신입/경력 사원 채용,"
, 물류기사, 적재/하역, 3.5톤, 4.5톤, 5톤이상,  외            ",운전·운송·배송
이안동물의학센터(청담점),경력무관,"대학(2,3년) 이상",서울 강남구,2022-06-02,2022-07-01,정규직,[운행/운전/행정] 정규직 채용,"
, 원무, 동물병원, 운전, 구급차기사,  ",운전·운송·배송
유나이티드보더스(주),경력무관,학력무관,서울 송파구,2022-06-02,2022-07-01,정규직,물류센터 셔틀 운행/지원 정규직 채용,"
, 버스기사, 셔틀버스기사, 이커머스, 물류관리, 물류사무원,  외            ",운전·운송·배송
(주)성원상사,경력무관,학력무관,충북 청주시 서원구,2022-06-04,2022-07-03,정규직,"[경력무관] 상품입출고, 유통, 유통관리 외 정규직 채용","
, 납품운전원, 배송기사,  ",운전·운송·배송
(주)윌앤비전,경력무관,학력무관,경남 창원시,2022-06-04,채용시,계약직 · 파견직,대기업 의전 수행기사 채용 (주)윌앤비전,"
, 비서, 수행기사, 수행비서, 사택기사, 승합기사,  외            ",운전·운송·배송
강호렌탈(주),경력무관,학력무관,경기 화성시,2022-06-04,2022-07-03,정규직,고소작업대 렌탈 정비 A/S 기사 & 배송 납품 운전원,"
, 배송기사, 3.5톤, 정비기사, A/S기사, 기계수리,  외            ",운전·운송·배송
덕수산업,경력무관,학력무관,부산 사상구,2022-06-04,2022-07-03,정규직,자동차 부품 생산 · 영업 정규직 사원 모집,"
, 납품운전원, 물류기사, 거래처납품, 단순생산직, 조립,  외            ",운전·운송·배송
전남 EMS,경력무관,학력무관,전남 여수시,2022-05-25,2022-07-23,정규직 · 계약직,구급차 운전 가능 하신 분  채용합니다.,"
, 구급차기사, 환자이송, 운전,  ",운전·운송·배송
청주연와상사,경력무관,학력무관,충북 청주시 서원구,2022-06-04,2022-07-03,정규직,청주연와상사 5톤크레인기사 모집,"
, 크레인,  ",운전·운송·배송
(주)서울경금속,경력무관,학력무관,인천 남동구,2022-06-04,2022-07-03,정규직 · 계약직,생산직인원 모집(3.5톤지게차운전가능자 우대),"
, 육상운송, 3.5톤, 지게차, 입고/입하, 출고/출하,  ",운전·운송·배송
농업회사법인현푸드(주),경력무관,학력무관,경기 하남시,2022-06-04,채용시,정규직,(정규직)야간 배송직원 모집(출퇴근 차량 제공),"
, 납품운전원, 배송기사, 물류관리, 유통관리, 입고/입하,  외            ",운전·운송·배송
진아건기,신입 · 경력,학력무관,서울 영등포구,2022-06-04,2022-07-03,정규직,굴삭기 기사 신입/경력 모집 공고,"
, 포크레인(굴삭기),  ",운전·운송·배송
원푸드시스템,경력무관,학력무관,경기 화성시,2022-06-04,2022-07-03,정규직,원푸드시스템에서 일하실 배송기사분 모집합니다,"
, 배송기사,  ",운전·운송·배송
(주)아리스타쉬핑,경력무관,"대학(2,3년) 이상",부산 동구,2022-05-27,2022-06-26,계약직,선박대리점  / 무역부 업무,"
, 해상운송, 무역사무원,  ",운전·운송·배송
동아탱커(주),경력 5년↑,대학교(4년) 이상,부산 중구,2022-06-04,채용시,정규직,"[동아탱커] 안품, 해무 경력 직원 모집공고","
, 해상운송, 해상무역, 해운,  ",운전·운송·배송
타이거치과,경력무관,학력무관,경기 수원시 권선구,2022-05-26,2022-06-25,정규직,수행기사 정규직 채용 공고 - 강남 인근 거주자,"
, 수행기사,  ",운전·운송·배송
㈜조아,경력무관,고졸 이상,경기 고양시 일산동구,2022-05-25,채용시,정규직,(주)조아 일산센터 배송직원 채용,"
, 납품운전원, 배송기사,  ",운전·운송·배송
(주)다원그룹,경력무관,학력무관,경기 용인시 처인구,2022-06-04,2022-06-30,정규직,[젊은기업/스타트업] 화물운송팀 신입/경력 채용,"
, 소형화물,  ",운전·운송·배송
(주)씨엔에스렌터카 부산지점,경력무관,학력무관,부산 부산진구,2022-05-03,2022-07-02,정규직 · 계약직,[영업부] 렌터카차량배차 외 정규직&계약직 모집합니다,"
, 철도운송, 배차관리,  ",운전·운송·배송
㈜트레블비즈,경력 1년↑,학력무관,서울 중구,2022-05-11,채용시,정규직 · 계약직,[항공사] SKY ANGKOR AIRLINES 영업부/마케팅/카운터/재무 모집,"
, 항공운송, 승무원, 발권, 공항, 항공사,  ",운전·운송·배송
영원물류(주),경력무관,학력무관,경기 시흥시,2022-06-04,2022-07-03,정규직,(주)영원물류 경인사업부 / 마감 및 전산입력(정규직),"
, 계산서발행, 전표입력, 사무직, 문서작성, 사무보조,  외            ",운전·운송·배송
(주)그린코리아관광,경력무관,고졸 이상,경기 안산시 상록구,2022-06-04,2022-06-30,정규직,"통근버스(25인승, 45인승) 승무사원 채용합니다(정규직)","
, 물류기사, 버스기사,  ",운전·운송·배송
도우물류(주),경력무관,고졸 이상,대전 서구,2022-06-04,2022-07-03,정규직,대전본사 화물운송법인 배차실무 상시 채용 공고,"
, 육상운송, 철도운송, 물류관리, 유통관리, 배차관리,  ",운전·운송·배송
도우물류(주),경력 3년↑,고졸 이상,세종 세종특별자치시,2022-04-18,2022-06-17,계약직,세종지점 화물운송법인 배차팀장 경력직 채용 공고,"
, 육상운송, 철도운송, 물류관리, 유통관리, 배차관리,  ",운전·운송·배송
(주)피글,신입 · 경력,학력무관,서울 강서구,2022-06-04,채용시,정규직,2022년 상반기 (주)피글 서울지사 영업 채용공고,"
, 탑차, 영업관리, 영업직, 영업전략, 영업판촉,  외            ",운전·운송·배송
(주)미트이노베이션,경력무관,학력무관,경기 용인시 기흥구,2022-06-04,2022-07-03,정규직,[영업부]수입육 도소매 영업사원 채용 (신입 및 경력),"
, 물류기사, 탑차, 영업관리, 영업직, 식품/음료영업,  외            ",운전·운송·배송
(주)이수,경력무관,고졸 이상,경기 화성시,2022-06-04,2022-07-03,정규직,[애견용품유통회사] 2022년 상반기 각 부분별 신입/경력 채용,"
, 경리, 경리사무원, 전산회계, 기업회계, 세무회계,  외            ",운전·운송·배송
(주)참이맛,경력무관,학력무관,경기 파주시,2022-06-04,2022-07-03,정규직,(주)참이맛 물류배송팀 정규 배송직사원 채용공고,"
, 납품운전원, 배송기사, 택배기사, 운전,  ",운전·운송·배송
쉬레코,신입 · 경력,고졸 이상,경기 남양주시,2022-06-04,2022-07-03,정규직,[남양주] 5톤이상 기사님 모집합니다. (지방출장가능자),"
, 물류기사, 배송기사, 창고관리, 5톤이상,  ",운전·운송·배송
선일티앤티(주),경력무관,대학교(4년) 이상,서울 중구,2022-05-26,채용시,정규직 · 프리랜서,포워딩 영업팀 직원 채용,"
, 포워더,  ",운전·운송·배송
쉬레코,신입 · 경력,고졸 이상,경기 남양주시,2022-06-04,2022-07-03,정규직,[남양주] 1톤 차량 기사님 모집합니다. (지방출장 가능자 우대),"
, 물류기사, 육상운송, 1톤, 소형화물, 화물차(카고),  외            ",운전·운송·배송
(주)샤프에비에이션케이인천공항사업부지점,경력무관,학력무관,인천 중구,2022-06-04,2022-08-02,정규직,인천국제공항 지상조업부 BSA(수하물)신입사원 및 경력사원 모집,"
, 항공운송, 물류관리, 적재/하역,  ",운전·운송·배송
태형기업(주) 화성,경력무관,학력무관,경기 화성시,2022-06-04,채용시,정규직,태형기업(주) 집게차 기사 모집,"
, 납품운전원, 적재/하역, 1톤, 2.5톤, 3.5톤,  외            ",운전·운송·배송
국제가설산업(주),경력무관,학력무관,충북 음성군,2022-06-04,2022-07-03,정규직,[충북음성] 생산직 직원 채용,"
, 사무직, 서류관리, 자료입력, 지게차, 단순생산직,  외            ",운전·운송·배송
행복한학교,경력무관,학력무관,경기 안산시 단원구,2022-06-04,2022-07-03,정규직,행복한학교 장애인직업재활시설 운전원 채용공고,"
, 납품운전원,  ",운전·운송·배송
엠에스에스로지스틱스(주),경력무관,학력무관,세종 세종특별자치시,2022-06-04,2022-08-02,정규직,MSS로지스틱스(쌍용C&B 계열사) 조치원센터 출하 지게차모집,"
, 지게차, 물류관리, 창고관리, 입고/입하, 출고/출하,  ",운전·운송·배송
피앤피,경력무관,고졸 이상,경기 용인시 기흥구,2022-06-04,2022-06-17,정규직,물류 지게차 정직원 구합니다.,"
, 지게차,  ",운전·운송·배송
